Variant_ID	Gene_ID	Drug_ID	Disease_Context	Target_Detail	Type_Association_General	Type_Dosage	Type_Efficacy	Type_Metabolism_PK	Type_No_Association	Type_Toxicity	Dir_Associated	Dir_Decreased	Dir_Increased	Dir_None
rs4680	COMT	sufentanil	other:pregnancy	['nan']	0	1	0	0	0	0	0	0	1	0
rs4680	COMT	sufentanil	other:pregnancy, other:pain	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	tilidine	disease:pain	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	tolcapone	other:abstinent smokers	['nan']	0	0	1	0	0	0	0	1	0	0
rs4680	COMT	tolcapone	other:alcohol-related disorders	['nan']	0	0	1	0	0	0	0	0	1	0
rs4680	COMT	tramadol	disease:pain	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	tramadol	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	tramadol	other:opioid-related disorders	['nan']	0	0	0	0	0	1	0	1	1	0
rs4680	COMT	tramadol	other:pain, postoperative	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	tramadol	other:surgery	['nan']	0	0	1	0	0	1	0	0	1	0
rs4680	COMT	venlafaxine	disease:anxiety disorders	['nan']	0	0	1	0	1	0	0	0	1	1
rs4680	COMT	venlafaxine	disease:major depressive disorder	['nan']	0	0	1	0	1	0	0	0	1	1
rs4680	unknown	clomipramine	disease:obsessive-compulsive disorder	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	unknown	methadone	disease:opioid-related disorders	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	unknown	opioids	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	unknown	risperidone	disease:schizophrenia	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	unknown	tacrolimus	disease:kidney transplantation	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	unknown	tolcapone	other:abstinent smokers	['nan']	0	0	1	0	0	0	0	0	1	0
rs4680662	BCHE	cocaine	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4682844	CCDC12	tenofovir	other:hiv infectious disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs4688040	NR1I2	carbamazepine	disease:epilepsy	['nan']	0	0	0	1	0	0	0	0	1	0
rs4693075	COQ2	atorvastatin	disease:hyperlipoproteinemia type ii	['nan']	0	0	0	0	0	1	0	0	1	0
rs4693075	COQ2	atorvastatin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4693075	COQ2	fluvastatin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4693075	COQ2	hmg-coa reductase inhibitors	general_population	['nan']	0	0	0	0	1	1	0	0	1	1
rs4693075	COQ2	hmg-coa reductase inhibitors	other:stroke	['nan']	0	0	1	0	0	0	0	0	1	0
rs4693075	COQ2	pravastatin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4693075	COQ2	rosuvastatin	disease:hyperlipoproteinemia type ii	['nan']	0	0	0	0	0	1	0	0	1	0
rs4693075	COQ2	rosuvastatin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4693075	COQ2	simvastatin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4693570	unknown	hmg-coa reductase inhibitors	disease:hyperlipidemias	['nan']	0	0	0	0	0	1	0	0	1	0
rs4694362	DCK	gemcitabine	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4694362	DCK	gemcitabine	disease:pancreatic neoplasms	['nan']	0	0	0	0	1	1	0	0	1	1
rs4694362	DCK	paclitaxel	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs469490	unknown	nivolumab	other:neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4696	HINT1	daclatasvir	other:chronic hepatitis c virus infection	['nan']	0	0	0	0	1	0	0	0	0	1
rs4696	HINT1	sofosbuvir	other:chronic hepatitis c virus infection	['nan']	0	0	0	0	1	0	0	0	0	1
rs4696480	TLR2	tumor necrosis factor alpha (tnf-alpha) inhibitors	disease:psoriasis	['nan']	0	0	1	0	0	0	0	1	0	0
rs4696480	TLR2	tumor necrosis factor alpha (tnf-alpha) inhibitors	disease:ulcerative colitis	['nan']	0	0	1	0	0	0	0	1	0	0
rs4698803	EGF	cetuximab	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4698803	EGF	panitumumab	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4699030	NFKB1	gefitinib	other:non-small cell lung carcinoma	['nan']	0	0	0	0	1	0	0	0	0	1
rs470119	IMPDH2	fluorouracil	disease:colonic neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4702484	ADCY2	capecitabine	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4702484	ADCY2	irinotecan	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4704559	HOMER1	levodopa	disease:parkinson disease	['nan']	0	0	0	0	0	1	0	1	0	0
rs4704559	unknown	levodopa	disease:parkinson disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs4704560	HOMER1	levodopa	disease:parkinson disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs4713916	FKBP5	antidepressants	disease:depressive disorder	['nan']	0	0	1	0	0	0	0	0	1	0
rs4713916	FKBP5	citalopram	disease:major depressive disorder	['nan']	0	0	1	0	0	0	0	0	1	0
rs4713916	FKBP5	citalopram	disease:mood disorder	['nan']	0	0	1	0	0	0	0	0	1	0
rs4713916	FKBP5	corticosteroids	disease:crohn disease	['nan']	0	0	1	0	0	0	0	0	1	0
rs4713916	FKBP5	fluoxetine	disease:mood disorder	['nan']	0	0	1	0	0	0	0	0	1	0
rs4713916	FKBP5	mirtazapine	disease:mood disorder	['nan']	0	0	1	0	0	0	0	0	1	0
rs4713916	FKBP5	paroxetine	disease:mood disorder	['nan']	0	0	1	0	0	0	0	0	1	0
rs4713916	FKBP5	selective serotonin reuptake inhibitors	disease:mood disorder	['nan']	0	0	1	0	0	0	0	0	1	0
rs4713916	FKBP5	venlafaxine	disease:mood disorder	['nan']	0	0	1	0	0	0	0	0	1	0
rs4714684	ABCC10	drugs for treatment of tuberculosis	other:tuberculosis	['nan']	0	0	0	0	1	0	0	0	0	1
rs4715354	GSTA5	busulfan	disease:neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs471760	CDA	gemcitabine	disease:pancreatic neoplasms	['nan']	0	0	0	0	0	1	0	1	0	0
rs471767	PGR	anastrozole	other:with early stage breast cancer	['nan']	0	0	0	0	1	0	0	0	0	1
rs471767	PGR	letrozole	other:with early stage breast cancer	['nan']	0	0	0	0	1	0	0	0	0	1
rs4720833	MAFK	isoniazid	disease:tuberculosis	['nan']	0	0	0	0	1	1	0	0	1	1
rs4720833	MAFK	rifampin	disease:tuberculosis	['nan']	0	0	0	0	0	1	0	0	1	0
rs4725061	GLCCI1	corticosteroids	disease:asthma	['nan']	0	0	0	0	1	0	0	0	0	1
rs4725068	GLCCI1	corticosteroids	disease:asthma	['nan']	0	0	0	0	1	0	0	0	0	1
rs4725434	PRKAG2	metformin	other:diabetes mellitus, type 2	['nan']	0	0	1	0	0	0	0	0	1	0
rs472660	CYP3A43	antipsychotics	disease:schizoaffective disorder, disease:schizophrenia	['nan']	0	0	0	0	1	0	0	0	0	1
rs472660	CYP3A43	clozapine	disease:schizoaffective disorder, disease:schizophrenia	['nan']	0	0	0	0	1	0	0	0	0	1
rs472660	CYP3A43	olanzapine	disease:mental disorders	['nan']	0	0	0	0	1	0	0	0	0	1
rs472660	CYP3A43	olanzapine	disease:schizophrenia	['nan']	0	0	0	0	1	1	0	0	1	1
rs472660	CYP3A43	ziprasidone	disease:schizophrenia	['nan']	0	0	0	0	1	0	0	0	0	1
rs4727494	COL26A1	aspirin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4728709	ABCB1	olanzapine	general_population	['nan']	0	0	0	0	1	1	0	0	1	1
rs4728709	ABCB1	rivaroxaban	other:atrial fibrillation	['nan']	0	0	0	1	1	0	0	0	1	1
rs4728709	ABCB1	vincristine	disease:acute lymphoblastic leukemia	['nan']	0	0	0	0	0	1	0	1	0	0
rs4729562	unknown	olanzapine	disease:schizophrenia	['nan']	0	0	0	0	1	0	0	0	0	1
rs4731426	LEP	olanzapine	disease:schizophrenia	['nan']	0	0	0	0	0	1	0	0	1	0
rs4731448	IMPDH1	mercaptopurine	disease:acute lymphoblastic leukemia	['nan']	0	0	0	1	0	0	1	0	0	0
rs4731448	IMPDH1	methotrexate polyglutamate	other:acute lymphoblastic leukemia	['nan']	0	0	0	1	0	0	0	0	1	0
rs4731448	IMPDH1	thioguanine	disease:acute lymphoblastic leukemia	['nan']	0	0	0	1	0	0	1	0	0	0
rs4732636	PNOC	buprenorphine	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4732636	PNOC	methadone	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4735715	unknown	anastrozole	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4735715	unknown	exemestane	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4736529	EFR3A	aspirin	other:acute coronary syndrome	['nan']	0	0	1	0	0	0	0	0	1	0
rs4736529	EFR3A	clopidogrel	other:acute coronary syndrome	['nan']	0	0	1	0	0	0	0	0	1	0
rs4737771	CRH	antidepressants	disease:major depressive disorder	['nan']	0	0	1	0	0	0	0	1	0	0
rs4742	DCTD	ara-ctp	disease:leukemia, myeloid, acute	['nan']	0	0	0	1	0	0	0	1	0	0
rs4742	DCTD	gemcitabine	disease:non-small cell lung carcinoma	['nan']	0	0	0	0	1	0	0	0	0	1
rs4742	DCTD	gemcitabine	disease:pancreatic neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4742610	PTPRD	trandolapril	disease:hypertension	['nan']	0	0	1	0	0	0	1	0	0	0
rs4742610	PTPRD	verapamil	disease:hypertension	['nan']	0	0	1	0	0	0	1	0	0	0
rs4750316	PRKCQ	adalimumab	disease:rheumatoid arthritis	['nan']	0	0	0	0	1	0	0	0	0	1
rs4750316	PRKCQ	etanercept	disease:rheumatoid arthritis	['nan']	0	0	0	0	1	0	0	0	0	1
rs4750316	PRKCQ	infliximab	disease:rheumatoid arthritis	['nan']	0	0	0	0	1	0	0	0	0	1
rs4750316	PRKCQ	tumor necrosis factor alpha (tnf-alpha) inhibitors	disease:rheumatoid arthritis	['nan']	0	0	0	0	1	0	0	0	0	1
rs4752219	EIF3A	platinum compounds	disease:non-small cell lung carcinoma	['nan']	0	0	0	0	0	1	0	0	1	0
rs4752220	EIF3A	platinum compounds	disease:non-small cell lung carcinoma	['nan']	0	0	0	0	0	1	0	0	1	0
rs4752269	EIF3A	platinum compounds	disease:non-small cell lung carcinoma	['nan']	0	0	0	0	1	0	0	0	0	1
rs4752292	GRK5	beta blocking agents	other:coronary artery disease	['nan']	0	0	1	0	0	0	0	1	0	0
rs4759314	HOTAIR	platinum compounds	disease:lung neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4760648	VDR	fluorouracil	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4760648	VDR	irinotecan	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4760648	VDR	leucovorin	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4760658	VDR	warfarin	general_population	['nan']	0	1	0	0	0	0	0	0	1	0
rs4760820	TPH2	methadone	other:heroin dependence	['nan']	0	0	0	0	1	0	0	0	0	1
rs4762	AGT	atenolol	disease:hypertension	['nan']	0	0	0	0	1	0	0	0	0	1
rs4762	AGT	atenolol	other:hypertrophy, left ventricular	['nan']	0	0	1	0	0	0	0	0	1	0
rs4762	AGT	benazepril	disease:hypertension	['nan']	0	0	1	0	0	0	1	0	1	0
rs4762	AGT	irbesartan	disease:hypertension	['nan']	0	0	0	0	1	0	0	0	0	1
rs4762	AGT	irbesartan	other:hypertrophy, left ventricular	['nan']	0	0	1	0	0	0	0	0	1	0
rs4762	AGT	losartan	disease:liver cirrhosis	['nan']	0	0	0	0	1	0	0	0	0	1
rs4764980	NR1H4	rosuvastatin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4767452	RNFT2	pravastatin	disease:vascular diseases	['nan']	0	0	0	0	1	0	0	0	0	1
rs4769060	ALOX5AP	gemcitabine	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
rs4771904	ABCC4	drugs for treatment of tuberculosis	other:tuberculosis	['nan']	0	0	0	0	1	0	0	0	0	1
rs4774388	RORA	interferon beta-1a	other:multiple sclerosis	['nan']	0	0	1	0	0	0	0	0	1	0
rs4775936	CYP19A1	triglycerides	disease:breast neoplasms, disease:menopause	['nan']	1	0	0	0	0	0	0	1	0	0
rs4778889	IL16	morphine	other:neoplasms, other:pain	['nan']	0	0	1	0	0	0	0	0	1	0
rs4779584	unknown	fluorouracil	disease:colorectal neoplasms, disease:metastatic neoplasm	['nan']	0	0	0	0	1	0	0	0	0	1
rs4779584	unknown	irinotecan	disease:colorectal neoplasms, disease:metastatic neoplasm	['nan']	0	0	0	0	1	0	0	0	0	1
rs4779584	unknown	oxaliplatin	disease:colorectal neoplasms, disease:metastatic neoplasm	['nan']	0	0	0	0	1	0	0	0	0	1
rs4781701	ABCC1	drugs for treatment of tuberculosis	other:tuberculosis	['nan']	0	0	0	0	1	0	0	0	0	1
rs4781712	ABCC1	cyclosporine	other:hematopoietic stem cell transplantation	['nan']	0	0	1	0	0	0	0	1	0	0
rs4781712	ABCC1	methotrexate	other:hematopoietic stem cell transplantation	['nan']	0	0	1	0	0	0	0	1	0	0
rs4781732	ABCC6	drugs for treatment of tuberculosis	other:tuberculosis	['nan']	0	0	0	0	1	0	0	0	0	1
rs4783961	CETP	fluvastatin	disease:hypercholesterolemia	['nan']	0	0	1	0	0	0	0	0	1	0
rs4784333	FTO	hydrochlorothiazide	disease:hypertension	['nan']	0	0	0	0	1	0	0	0	0	1
rs4785367	unknown	gemcitabine	disease:pancreatic neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4788184	LRP1	platinum	disease:lung neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4788186	LRP1	platinum	disease:lung neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4788863	SLC16A5	cisplatin	disease:testicular neoplasms	['nan']	0	0	0	0	0	1	0	1	0	0
rs4788863	SLC16A5	cisplatin	other:neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4790693	ARRB2	opioids	disease:pain	['nan']	0	0	0	0	1	0	0	0	0	1
rs4790694	ARRB2	methamphetamine	general_population	['nan']	1	0	0	0	0	0	0	0	1	0
rs4790694	ARRB2	nicotine	general_population	['nan']	1	0	0	0	1	0	0	0	1	1
rs4791040	PRKCA	"""diuretics"""	disease:hypertension	['nan']	0	0	1	0	0	0	0	1	0	0
rs4791040	PRKCA	"""hydrochlorothiazide"""	disease:hypertension	['nan']	0	0	1	0	0	0	0	1	0	0
rs4791040	PRKCA	"""thiazides"	disease:hypertension	['nan']	0	0	1	0	0	0	0	1	0	0
rs4791040	PRKCA	"plain"""	disease:hypertension	['nan']	0	0	1	0	0	0	0	1	0	0
rs4792886	CRHR1	corticosteroids	disease:asthma	['nan']	0	0	0	0	1	0	0	0	0	1
rs4792887	CRHR1	corticosteroids	disease:asthma	['nan']	0	0	0	0	1	0	0	0	0	1
rs4793665	ABCC3	cisplatin	other:osteosarcoma	['nan']	0	0	0	0	1	0	0	0	0	1
rs4793665	ABCC3	clopidogrel	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4793665	ABCC3	doxorubicin	other:osteosarcoma	['nan']	0	0	0	0	1	0	0	0	0	1
rs4793665	ABCC3	etoposide	other:small cell carcinoma	['nan']	0	0	0	0	1	0	0	0	0	1
rs4793665	ABCC3	methotrexate	disease:osteosarcoma	['nan']	0	0	0	1	0	0	0	1	0	0
rs4793665	ABCC3	methotrexate	other:osteosarcoma	['nan']	0	0	0	0	1	0	0	0	0	1
rs4793665	ABCC3	morphine	general_population	['nan']	0	0	0	1	0	0	0	1	1	0
rs4793665	ABCC3	morphine-3-glucuronide	disease:scoliosis, disease:tonsillectomy	['nan']	0	0	0	1	0	0	0	0	1	0
rs4793665	ABCC3	morphine-6-glucuronide	disease:scoliosis, disease:tonsillectomy	['nan']	0	0	0	1	0	0	0	0	1	0
rs4793665	ABCC3	platinum compounds	other:small cell carcinoma	['nan']	0	0	0	0	1	0	0	0	0	1
rs47958	SLC6A2	3	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs47958	SLC6A2	4-methylenedioxymethamphetamine	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4795893	CCL2	antipsychotics	disease:schizophrenia	['nan']	0	0	1	0	0	0	0	1	0	0
rs4795893	CCL2	risperidone	disease:schizophrenia	['nan']	0	0	1	0	0	0	0	0	1	0
rs4796120	CCL5	imatinib	other:gastrointestinal stromal tumors	['nan']	0	0	0	0	0	1	0	0	1	0
rs4796793	STAT3	interferons	disease:renal cell carcinoma	['nan']	0	0	1	0	0	0	0	0	1	0
rs4796793	STAT3	osimertinib	other:non-small cell lung carcinoma	['nan']	0	0	0	0	0	1	0	0	1	0
rs4799915	CELF4	iloperidone	disease:schizophrenia	['nan']	0	0	0	0	0	1	1	0	0	0
rs4802101	CYP2B6	cyclophosphamide	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4802101	CYP2B6	cyclophosphamide	disease:lupus erythematosus	['nan']	0	0	0	1	0	1	0	1	0	0
rs4802101	CYP2B6	doxorubicin	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4803217	IFNL3	peginterferon alfa-2a	disease:chronic hepatitis c virus infection	['nan']	0	0	1	0	0	0	0	0	1	0
rs4803217	IFNL3	peginterferon alfa-2b	disease:chronic hepatitis c virus infection	['nan']	0	0	1	0	0	0	0	0	1	0
rs4803217	IFNL3	peginterferon alfa-2b	disease:hepatitis c virus infection, disease:hiv infectious disease	['nan']	0	0	1	0	0	0	0	0	1	0
rs4803217	IFNL3	ribavirin	disease:chronic hepatitis c virus infection	['nan']	0	0	1	0	0	0	0	0	1	0
rs4803217	IFNL3	ribavirin	disease:hepatitis c virus infection, disease:hiv infectious disease	['nan']	0	0	1	0	0	0	0	0	1	0
rs4803219	IFNL3	peginterferon alfa-2a	disease:chronic hepatitis c virus infection	['nan']	0	0	1	0	0	0	0	0	1	0
rs4803219	IFNL3	peginterferon alfa-2b	disease:chronic hepatitis c virus infection	['nan']	0	0	1	0	0	0	0	1	0	0
rs4803219	IFNL3	ribavirin	disease:chronic hepatitis c virus infection	['nan']	0	0	1	0	0	0	0	1	1	0
rs4803381	CYP2A6	bupropion	disease:tobacco use disorder	['nan']	0	0	1	0	0	0	0	0	1	0
rs4803381	CYP2A6	drugs used in nicotine dependence	disease:tobacco use disorder	['nan']	0	0	1	0	0	0	0	0	1	0
rs4803381	CYP2A6	nicotine	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
rs4803419	CYP2B6	cyclophosphamide	disease:lupus erythematosus	['nan']	0	0	0	0	1	0	0	0	0	1
rs4803419	CYP2B6	cyclophosphamide	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4803419	CYP2B6	efavirenz	disease:hiv infectious disease	['nan']	0	0	0	1	1	1	0	0	1	1
rs4803419	CYP2B6	efavirenz	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4803419	CYP2B6	efavirenz	other:hiv infectious disease	['nan']	0	0	0	1	0	0	0	0	1	0
rs4803419	CYP2B6	efavirenz	other:hiv infectious disease, other:missed dose	['nan']	0	0	0	1	0	0	0	1	0	0
rs4803419	CYP2B6	lamivudine	disease:hiv infectious disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs4803419	CYP2B6	levonorgestrel	disease:hiv infectious disease	['nan']	0	0	0	1	0	0	0	1	0	0
rs4803419	CYP2B6	methadone	"""efficacy:pain, postoperative"", ""other:scoliosis"""	['nan']	0	0	0	0	1	0	0	0	0	1
rs4803419	CYP2B6	methadone	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4803419	CYP2B6	olanzapine	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4803419	CYP2B6	s-eddp	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4803419	CYP2B6	tramadol	other:death	['nan']	0	0	0	0	0	1	0	0	1	0
rs4803419	CYP2B6	zidovudine	disease:hiv infectious disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs4805162	ZNF565	methylphenidate	disease:attention deficit disorder with hyperactivity	['nan']	0	0	0	0	1	0	0	0	0	1
rs4807493	PIP5K1C	ethanol	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4809957	CYP24A1	aspirin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4810083	PCK1	metformin	disease:diabetes mellitus	['nan']	0	0	0	0	1	0	0	0	0	1
rs4810083	PCK1	metformin	other:diabetes mellitus, type 2	['nan']	0	0	1	0	0	0	0	0	1	0
rs4810485	CD40	adalimumab	disease:rheumatoid arthritis	['nan']	0	0	0	0	1	0	0	0	0	1
rs4810485	CD40	etanercept	disease:rheumatoid arthritis	['nan']	0	0	0	0	1	0	0	0	0	1
rs4810485	CD40	infliximab	disease:rheumatoid arthritis	['nan']	0	0	0	0	1	0	0	0	0	1
rs4810485	CD40	tumor necrosis factor alpha (tnf-alpha) inhibitors	disease:rheumatoid arthritis	['nan']	0	0	0	0	1	0	0	0	0	1
rs4815273	unknown	"""diuretics"""	disease:hypertension	['nan']	0	0	1	0	0	0	0	0	1	0
rs4815273	unknown	"""hydrochlorothiazide"""	disease:hypertension	['nan']	0	0	1	0	0	0	0	0	1	0
rs4815273	unknown	"""thiazides"	disease:hypertension	['nan']	0	0	1	0	0	0	0	0	1	0
rs4815273	unknown	"plain"""	disease:hypertension	['nan']	0	0	1	0	0	0	0	0	1	0
rs4816969	unknown	tenofovir	other:hiv infectious disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs4817668	KCNE1	escitalopram	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
rs4818	COMT	antipsychotics	other:schizophrenia	['nan']	0	0	0	0	0	1	0	0	1	0
rs4818	COMT	butorphanol	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4818	COMT	fentanyl	disease:pain, postoperative	['nan']	0	0	0	0	1	0	0	0	0	1
rs4818	COMT	methadone	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4818	COMT	morphine	disease:neoplasms	['nan']	0	0	1	0	0	0	0	1	0	0
rs4818	COMT	morphine	disease:pain, postoperative	['nan']	0	0	0	0	1	0	0	0	0	1
rs4818	COMT	morphine	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4818	COMT	opioids	disease:pain, postoperative	['nan']	0	0	0	0	1	0	0	0	0	1
rs4818	COMT	opioids	other:adenotonsillectomy	['nan']	1	0	0	0	0	0	0	0	1	0
rs4818	COMT	opioids	other:opioid-related disorders	['nan']	0	0	0	0	1	0	0	0	0	1
rs4818	COMT	propranolol	efficacy:pain, disease:temporomandibular joint disorder	['nan']	0	0	1	0	0	0	0	0	1	0
rs4818	COMT	quetiapine	disease:schizophrenia	['nan']	0	0	1	0	0	0	0	1	0	0
rs4818	COMT	raloxifene	other:schizophrenia, other:schizoaffective disorder	['nan']	0	0	1	0	0	0	0	0	1	0
rs4818	COMT	risperidone	other:schizophrenia	['nan']	0	0	0	0	1	0	0	0	0	1
rs4818	COMT	sufentanil	other:surgery	['nan']	0	0	0	0	1	0	0	0	0	1
rs4818789	SLC19A1	cyclosporine	other:hematopoietic stem cell transplantation	['nan']	0	0	1	0	0	0	0	1	0	0
rs4818789	SLC19A1	methotrexate	other:hematopoietic stem cell transplantation	['nan']	0	0	1	0	0	0	0	1	0	0
rs4819128	SLC19A1	cyclosporine	other:hematopoietic stem cell transplantation	['nan']	0	0	1	0	0	0	0	1	0	0
rs4819128	SLC19A1	methotrexate	other:hematopoietic stem cell transplantation	['nan']	0	0	1	0	0	0	0	1	0	0
rs4819554	IL17RA	tumor necrosis factor alpha (tnf-alpha) inhibitors	disease:psoriasis	['nan']	0	0	1	0	0	0	0	0	1	0
rs4822492	unknown	caffeine	other:no disease	['nan']	0	0	0	0	0	1	0	0	1	0
rs4823613	PPARA	atorvastatin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4823613	PPARA	clopidogrel	disease:coronary artery disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs4823613	PPARA	cyclosporine	other:kidney transplantation	['nan']	0	0	0	0	1	0	0	0	0	1
rs4823613	PPARA	hmg-coa reductase inhibitors	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4823613	PPARA	lovastatin	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
rs4823613	PPARA	lovastatin acid	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4823613	PPARA	simvastatin	disease:hypercholesterolemia	['nan']	0	0	0	0	1	0	0	0	0	1
rs4823613	PPARA	simvastatin	general_population	['nan']	0	0	1	0	0	0	0	0	1	0
rs4823613	PPARA	tacrolimus	other:kidney transplantation	['nan']	0	0	0	1	0	0	0	1	0	0
rs4823613	PPARA	tacrolimus	other:liver transplantation	['nan']	0	0	0	0	0	1	0	1	0	0
rs482387	OPRD1	methadone	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4825476	GRIA3	citalopram	disease:depression	['nan']	0	0	0	0	0	1	0	0	1	0
rs4827191	BCOR	methotrexate	other:rheumatoid arthritis	['nan']	0	0	0	0	1	0	0	0	0	1
rs4828696	GABRA3	carbamazepine	disease:epilepsy	['nan']	0	0	0	0	1	0	0	0	0	1
rs4828696	GABRA3	gabapentin	disease:epilepsy	['nan']	0	0	0	0	1	0	0	0	0	1
rs4828696	GABRA3	lamotrigine	disease:epilepsy	['nan']	0	0	0	0	1	0	0	0	0	1
rs4828696	GABRA3	oxcarbazepine	disease:epilepsy	['nan']	0	0	0	0	1	0	0	0	0	1
rs4828696	GABRA3	phenytoin	disease:epilepsy	['nan']	0	0	0	0	1	0	0	0	0	1
rs4828696	GABRA3	topiramate	disease:epilepsy	['nan']	0	0	0	0	1	0	0	0	0	1
rs4828696	GABRA3	valproic acid	disease:epilepsy	['nan']	0	0	0	0	1	0	0	0	0	1
rs4834232	LARP1B	cisplatin	disease:neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs483481	OPRM1	heroin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4838391	CHAT	donepezil	disease:alzheimer disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs4838391	CHAT	galantamine	disease:alzheimer disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs4838391	CHAT	rivastigmine	disease:alzheimer disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs4838392	CHAT	donepezil	disease:alzheimer disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs4838392	CHAT	galantamine	disease:alzheimer disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs4838392	CHAT	rivastigmine	disease:alzheimer disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs4838547	CHAT	nicotine	other:smokers	['nan']	0	0	0	0	1	0	0	0	0	1
rs4839603	SLC9A9	fentanyl	disease:pain	['nan']	0	0	1	0	0	0	0	1	0	0
rs4839603	SLC9A9	remifentanil	disease:pain	['nan']	0	0	1	0	0	0	0	1	0	0
rs4840579	GATA4	ethanol	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
