Variant_ID;Variant;Entity1_type;Chemical_ID;Chemical;Entity2_type;LADME
PA166157960;CYP2C19 poor metabolizer and intermediate metabolizer genotypes;VARIANT;PA449053;CLOPIDOGREL;CHEMICAL;
PA166156990;rs1799964;VARIANT;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA166156990;rs1799964;VARIANT;PA451494;STAVUDINE;CHEMICAL;PD
PA166156750;rs1050152;VARIANT;PA10804;IMATINIB;CHEMICAL;PD
PA166180936;rs11280056;VARIANT;PA10810;PEMETREXED;CHEMICAL;PD
PA166180936;rs11280056;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166180936;rs11280056;VARIANT;PA164777036;HYDROXYCHLOROQUINE;CHEMICAL;
PA166180936;rs11280056;VARIANT;PA166182862;FOLFOX;CHEMICAL;PD
PA166180936;rs11280056;VARIANT;PA448771;CAPECITABINE;CHEMICAL;
PA166180936;rs11280056;VARIANT;PA448803;CARBOPLATIN;CHEMICAL;
PA166180936;rs11280056;VARIANT;PA449692;FOLIC ACID;CHEMICAL;
PA166180936;rs11280056;VARIANT;PA449748;GEMCITABINE;CHEMICAL;
PA166180936;rs11280056;VARIANT;PA450428;METHOTREXATE;CHEMICAL;PD
PA166180936;rs11280056;VARIANT;PA450761;PACLITAXEL;CHEMICAL;
PA166180936;rs11280056;VARIANT;PA451547;SULFASALAZINE;CHEMICAL;
PA166180936;rs11280056;VARIANT;PA451996;AZACITIDINE;CHEMICAL;
PA166180936;rs11280056;VARIANT;PA452621;ANTINEOPLASTIC AGENTS;CHEMICAL;
PA166153856;rs12407843;VARIANT;PA154410481;PRASUGREL;CHEMICAL;PD
PA166394302;rs397508783;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;
PA166181000;rs17343066;VARIANT;PA449177;CYTARABINE;CHEMICAL;
PA166153840;rs12042763;VARIANT;PA448497;ASPIRIN;CHEMICAL;PD
PA166157794;rs7862221;VARIANT;PA448497;ASPIRIN;CHEMICAL;PD
PA166157564;rs1799930;VARIANT;PA10715;SULFAMETHOXAZOLE / TRIMETHOPRIM;CHEMICAL;PD
PA166157564;rs1799930;VARIANT;PA450112;ISONIAZID;CHEMICAL;PD
PA166157564;rs1799930;VARIANT;PA450947;PHENYTOIN;CHEMICAL;PD
PA166157871;rs3761554;VARIANT;PA164713257;SELECTIVE SEROTONIN REUPTAKE INHIBITORS;CHEMICAL;PD
PA166157871;rs3761554;VARIANT;PA451866;VENLAFAXINE;CHEMICAL;PD
PA166157871;rs3761554;VARIANT;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA166153717;rs2808630;VARIANT;PA134308647;ROSUVASTATIN;CHEMICAL;PD
PA166262009;rs145157460;VARIANT;PA450626;NICOTINE;CHEMICAL;
PA166154544;rs2291075;VARIANT;PA449177;CYTARABINE;CHEMICAL;PD
PA166154544;rs2291075;VARIANT;PA449212;DAUNORUBICIN;CHEMICAL;PD
PA166154544;rs2291075;VARIANT;PA449552;ETOPOSIDE;CHEMICAL;PD
PA166154544;rs2291075;VARIANT;PA450526;MITOXANTRONE;CHEMICAL;PD
PA166154340;rs1800532;VARIANT;PA10074;ESCITALOPRAM;CHEMICAL;PD
PA166154340;rs1800532;VARIANT;PA449015;CITALOPRAM;CHEMICAL;PD
PA166154340;rs1800532;VARIANT;PA449673;FLUOXETINE;CHEMICAL;PD
PA166154340;rs1800532;VARIANT;PA450243;LITHIUM;CHEMICAL;PD
PA166154340;rs1800532;VARIANT;PA450801;PAROXETINE;CHEMICAL;PD
PA166154340;rs1800532;VARIANT;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA166155151;rs4586;VARIANT;PA451257;RISPERIDONE;CHEMICAL;PD
PA166156731;rs351855;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166156731;rs351855;VARIANT;PA164746311;EVEROLIMUS;CHEMICAL;PD
PA166156731;rs351855;VARIANT;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA166156731;rs351855;VARIANT;PA450428;METHOTREXATE;CHEMICAL;PD
PA166155422;rs5031016;VARIANT;PA450626;NICOTINE;CHEMICAL;
PA166170341;rs1071816;VARIANT;PA164712499;ANTITHYROID PREPARATIONS;CHEMICAL;PD
PA166155889;rs58597806;VARIANT;PA451141;PROPOFOL;CHEMICAL;PD
PA166157788;rs7046653;VARIANT;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA166153657;rs1886629;VARIANT;PA164712563;BISPHOSPHONATES;CHEMICAL;PD
PA166169847;rs10052999;VARIANT;PA451578;TACROLIMUS;CHEMICAL;
PA166238001;rs145014075;VARIANT;PA450626;NICOTINE;CHEMICAL;
PA166155973;rs12659;VARIANT;PA10804;IMATINIB;CHEMICAL;PD
PA166155973;rs12659;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166155973;rs12659;VARIANT;PA448803;CARBOPLATIN;CHEMICAL;PD
PA166155973;rs12659;VARIANT;PA449014;CISPLATIN;CHEMICAL;PD
PA166157719;rs1104514;VARIANT;PA448499;ATENOLOL;CHEMICAL;PD
PA166159797;rs145529148;VARIANT;PA448771;CAPECITABINE;CHEMICAL;
PA166283542;rs11651488;VARIANT;PA7000;SORAFENIB;CHEMICAL;PD
PA166156525;rs1801260;VARIANT;PA450243;LITHIUM;CHEMICAL;PD
PA166165332;rs143414470;VARIANT;PA448771;CAPECITABINE;CHEMICAL;
PA166171044;rs62200793;VARIANT;PA450243;LITHIUM;CHEMICAL;PD
PA166290050;rs764288403;VARIANT;PA448687;BUPROPION;CHEMICAL;
PA166290050;rs764288403;VARIANT;PA449441;EFAVIRENZ;CHEMICAL;
PA166231401;rs79910351;VARIANT;PA449599;FENTANYL;CHEMICAL;PD
PA166231401;rs79910351;VARIANT;PA451232;REMIFENTANIL;CHEMICAL;PD
PA166154543;rs2291073;VARIANT;PA450272;LOVASTATIN;CHEMICAL;PD
PA166158926;rs57098334;VARIANT;PA449673;FLUOXETINE;CHEMICAL;PD
PA166158926;rs57098334;VARIANT;PA450801;PAROXETINE;CHEMICAL;PD
PA166158926;rs57098334;VARIANT;PA451333;SERTRALINE;CHEMICAL;PD
PA166158926;rs57098334;VARIANT;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA166178138;rs397508453;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;PD
PA166319461;rs570122671;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166157257;rs472660;VARIANT;PA450688;OLANZAPINE;CHEMICAL;
PA166155846;rs17626122;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166155846;rs17626122;VARIANT;PA131285527;OXALIPLATIN;CHEMICAL;PD
PA166178426;rs149212925;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166178426;rs149212925;VARIANT;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA166178426;rs149212925;VARIANT;PA449476;EPIRUBICIN;CHEMICAL;PD
PA166155026;rs2019604;VARIANT;PA130620651;ANTHRACYCLINES AND RELATED SUBSTANCES;CHEMICAL;PD
PA166159900;rs696;VARIANT;PA451527;SUFENTANIL;CHEMICAL;PD
PA166319642;rs538703919;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166154629;rs11045821;VARIANT;PA450428;METHOTREXATE;CHEMICAL;
PA166156507;rs1229984;VARIANT;PA166186245;ACETALDEHYDE;CHEMICAL;
PA166156507;rs1229984;VARIANT;PA448073;ETHANOL;CHEMICAL;PD
PA166175994;rs678849;VARIANT;PA448685;BUPRENORPHINE;CHEMICAL;PD
PA166175994;rs678849;VARIANT;PA449072;COCAINE;CHEMICAL;PD
PA166175994;rs678849;VARIANT;PA449376;DISULFIRAM;CHEMICAL;PD
PA166175994;rs678849;VARIANT;PA450401;METHADONE;CHEMICAL;PD
PA166156272;rs777560972;VARIANT;PA166110256;BUFURALOL;CHEMICAL;
PA166156272;rs777560972;VARIANT;PA449273;DEXTROMETHORPHAN;CHEMICAL;
PA166159779;rs142512579;VARIANT;PA448771;CAPECITABINE;CHEMICAL;
PA166156761;rs1382368;VARIANT;PA449383;DOCETAXEL;CHEMICAL;PD
PA166156920;rs462779;VARIANT;PA449014;CISPLATIN;CHEMICAL;PD
PA166258781;rs77583603;VARIANT;PA10344;ACAMPROSATE;CHEMICAL;PD
PA166156276;rs5186;VARIANT;PA146096020;NITRENDIPINE;CHEMICAL;PD
PA166156276;rs5186;VARIANT;PA164712308;ACE INHIBITORS, PLAIN;CHEMICAL;PD
PA166156276;rs5186;VARIANT;PA164713347;THIAZIDES, PLAIN;CHEMICAL;PD
PA166156276;rs5186;VARIANT;PA166109554;ANGIOTENSIN II;CHEMICAL;PD
PA166156276;rs5186;VARIANT;PA448500;ATORVASTATIN;CHEMICAL;
PA166156276;rs5186;VARIANT;PA448765;CANDESARTAN;CHEMICAL;PD
PA166156276;rs5186;VARIANT;PA448780;CAPTOPRIL;CHEMICAL;PD
PA166156276;rs5186;VARIANT;PA450084;IRBESARTAN;CHEMICAL;PD
PA166156276;rs5186;VARIANT;PA450268;LOSARTAN;CHEMICAL;PD
PA166156276;rs5186;VARIANT;PA450877;PERINDOPRIL;CHEMICAL;PD
PA166157752;rs2378676;VARIANT;PA450401;METHADONE;CHEMICAL;PD
PA166156872;rs11959113;VARIANT;PA449599;FENTANYL;CHEMICAL;PD
PA166153988;rs1935349;VARIANT;PA133950441;HMG COA REDUCTASE INHIBITORS;CHEMICAL;PD
PA166153988;rs1935349;VARIANT;PA448500;ATORVASTATIN;CHEMICAL;PD
PA166153988;rs1935349;VARIANT;PA451089;PRAVASTATIN;CHEMICAL;PD
PA166153988;rs1935349;VARIANT;PA451363;SIMVASTATIN;CHEMICAL;PD
PA166178058;rs397508139;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;PD
PA166178058;rs397508139;VARIANT;PA166175754;TEZACAFTOR;CHEMICAL;
PA166178058;rs397508139;VARIANT;PA166185161;ELEXACAFTOR;CHEMICAL;
PA166178058;rs397508139;VARIANT;PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;
PA166260384;rs10111937;VARIANT;PA449072;COCAINE;CHEMICAL;PD
PA166154051;rs4148947;VARIANT;PA449383;DOCETAXEL;CHEMICAL;PD
PA166154051;rs4148947;VARIANT;PA451644;THALIDOMIDE;CHEMICAL;PD
PA166156588;rs4444903;VARIANT;PA10040;CETUXIMAB;CHEMICAL;PD
PA166233521;rs6990851;VARIANT;PA448432;ANASTROZOLE;CHEMICAL;PD
PA166153635;rs1741981;VARIANT;PA10832;CORTICOSTEROIDS;CHEMICAL;PD
PA166154814;rs8012552;VARIANT;PA164712308;ACE INHIBITORS, PLAIN;CHEMICAL;PD
PA166154129;rs11189381;VARIANT;PA164712563;BISPHOSPHONATES;CHEMICAL;PD
PA166181041;rs17211071;VARIANT;PA449211;DAPSONE;CHEMICAL;PD
PA166156289;rs568408;VARIANT;PA450566;MYCOPHENOLATE MOFETIL;CHEMICAL;PD
PA166156059;rs933271;VARIANT;PA450401;METHADONE;CHEMICAL;PD
PA166365261;rs35516286;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;PD
PA166365261;rs35516286;VARIANT;PA166179845;IVACAFTOR / TEZACAFTOR;CHEMICAL;
PA166365261;rs35516286;VARIANT;PA166190041;ELEXACAFTOR / TEZACAFTOR / IVACAFTOR;CHEMICAL;PD
PA166153552;rs5275;VARIANT;PA131285527;OXALIPLATIN;CHEMICAL;PD
PA166153552;rs5275;VARIANT;PA448771;CAPECITABINE;CHEMICAL;PD
PA166155420;rs4803419;VARIANT;PA449441;EFAVIRENZ;CHEMICAL;
PA166155420;rs4803419;VARIANT;PA450428;METHOTREXATE;CHEMICAL;
PA166154494;rs296766;VARIANT;PA452631;THIAZOLIDINEDIONES;CHEMICAL;PD
PA166179695;rs757573592;VARIANT;PA166131379;O-DESMETHYLTRAMADOL;CHEMICAL;
PA166179695;rs757573592;VARIANT;PA166179720;TAPENTADOL;CHEMICAL;
PA166179695;rs757573592;VARIANT;PA448015;ACETAMINOPHEN;CHEMICAL;
PA166179695;rs757573592;VARIANT;PA450550;MORPHINE;CHEMICAL;
PA166179695;rs757573592;VARIANT;PA451735;TRAMADOL;CHEMICAL;
PA166163762;rs4678145;VARIANT;PA448771;CAPECITABINE;CHEMICAL;PD
PA166182351;rs9366772;VARIANT;PA448320;ALLOPURINOL;CHEMICAL;PD
PA166153883;rs41273215;VARIANT;PA154410481;PRASUGREL;CHEMICAL;PD
PA166153883;rs41273215;VARIANT;PA449053;CLOPIDOGREL;CHEMICAL;PD
PA166157251;rs274618;VARIANT;PA452619;HEROIN;CHEMICAL;
PA166394581;rs397508572;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;PD
PA166394581;rs397508572;VARIANT;PA166190041;ELEXACAFTOR / TEZACAFTOR / IVACAFTOR;CHEMICAL;PD
PA166196763;rs45545233;VARIANT;PA448499;ATENOLOL;CHEMICAL;PD
PA166196763;rs45545233;VARIANT;PA450480;METOPROLOL;CHEMICAL;PD
PA166156432;rs9859552;VARIANT;PA165945763;CANGRELOR;CHEMICAL;PD
PA166196761;rs294610;VARIANT;PA448499;ATENOLOL;CHEMICAL;PD
PA166196761;rs294610;VARIANT;PA450480;METOPROLOL;CHEMICAL;PD
PA166157958;DPYD poor metabolizer;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;
PA166349381;rs12615320;VARIANT;PA166320903;FREMANEZUMAB;CHEMICAL;PD
PA166349381;rs12615320;VARIANT;PA166320904;GALCANEZUMAB;CHEMICAL;PD
PA166349381;rs12615320;VARIANT;PA166320921;ERENUMAB;CHEMICAL;PD
PA166196173;rs222749;VARIANT;PA164754825;BOTULINUM TOXIN TYPE A;CHEMICAL;PD
PA166153968;rs1409314;VARIANT;PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PD
PA166185911;rs869312136;VARIANT;PA166182881;MIGALASTAT;CHEMICAL;PD
PA166195563;rs62435418;VARIANT;PA166131379;O-DESMETHYLTRAMADOL;CHEMICAL;
PA166195563;rs62435418;VARIANT;PA451735;TRAMADOL;CHEMICAL;
PA166156565;rs2725252;VARIANT;PA10804;IMATINIB;CHEMICAL;PD
PA166154614;rs10771973;VARIANT;PA450761;PACLITAXEL;CHEMICAL;PD
PA166179575;rs35123024;VARIANT;PA448499;ATENOLOL;CHEMICAL;PD
PA166179575;rs35123024;VARIANT;PA449899;HYDROCHLOROTHIAZIDE;CHEMICAL;PD
PA166157312;rs1922242;VARIANT;PA449688;FLUVASTATIN;CHEMICAL;PD
PA166235762;rs735668;VARIANT;PA452618;OPIOIDS;CHEMICAL;PD
PA166153608;rs1044457;VARIANT;PA449177;CYTARABINE;CHEMICAL;
PA166153608;rs1044457;VARIANT;PA449748;GEMCITABINE;CHEMICAL;PD
PA166156526;rs1816702;VARIANT;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA166201528;rs11229;VARIANT;PA448803;CARBOPLATIN;CHEMICAL;PD
PA166201528;rs11229;VARIANT;PA449748;GEMCITABINE;CHEMICAL;PD
PA166170117;rs6350;VARIANT;PA448073;ETHANOL;CHEMICAL;PD
PA166177145;rs12630569;VARIANT;PA10066;DULOXETINE;CHEMICAL;PD
PA166153786;rs6702335;VARIANT;PA448687;BUPROPION;CHEMICAL;PD
PA166153786;rs6702335;VARIANT;PA450626;NICOTINE;CHEMICAL;PD
PA166415961;rs397508293;VARIANT;PA166175754;TEZACAFTOR;CHEMICAL;
PA166415961;rs397508293;VARIANT;PA166185161;ELEXACAFTOR;CHEMICAL;
PA166159789;rs55971861;VARIANT;PA448771;CAPECITABINE;CHEMICAL;
PA166155174;rs1045280;VARIANT;PA448685;BUPRENORPHINE;CHEMICAL;PD
PA166155174;rs1045280;VARIANT;PA449599;FENTANYL;CHEMICAL;PD
PA166155174;rs1045280;VARIANT;PA450403;METHAMPHETAMINE;CHEMICAL;
PA166155174;rs1045280;VARIANT;PA451735;TRAMADOL;CHEMICAL;PD
PA166157738;rs1927907;VARIANT;PA451578;TACROLIMUS;CHEMICAL;
PA166157028;rs2268639;VARIANT;PA449061;CLOZAPINE;CHEMICAL;PD
PA166157028;rs2268639;VARIANT;PA450688;OLANZAPINE;CHEMICAL;PD
PA166178408;rs117341846;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166178408;rs117341846;VARIANT;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA166178408;rs117341846;VARIANT;PA449476;EPIRUBICIN;CHEMICAL;PD
PA166238521;rs2253201;VARIANT;PA164712308;ACE INHIBITORS, PLAIN;CHEMICAL;PD
PA166189124;rs5030849;VARIANT;PA166184060;CARBOCISTEINE;CHEMICAL;
PA166189124;rs5030849;VARIANT;PA450931;L-PHENYLALANINE;CHEMICAL;
PA166156301;rs963468;VARIANT;PA10066;DULOXETINE;CHEMICAL;PD
PA166155042;rs2884737;VARIANT;PA451906;WARFARIN;CHEMICAL;PD
PA166159539;rs367619008;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166159539;rs367619008;VARIANT;PA166182864;XELOX;CHEMICAL;PD
PA166159539;rs367619008;VARIANT;PA448771;CAPECITABINE;CHEMICAL;PD
PA166161422;rs9263726;VARIANT;PA448320;ALLOPURINOL;CHEMICAL;PD
PA166156988;rs1799724;VARIANT;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA166157621;rs6983267;VARIANT;PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PD
PA166155084;rs8050894;VARIANT;PA451906;WARFARIN;CHEMICAL;PD
PA166154438;rs10836235;VARIANT;PA130620651;ANTHRACYCLINES AND RELATED SUBSTANCES;CHEMICAL;PD
PA166183871;rs681243;VARIANT;PA448073;ETHANOL;CHEMICAL;PD
PA166156491;rs734644;VARIANT;PA450464;METHYLPHENIDATE;CHEMICAL;PD
PA166161794;rs1043657;VARIANT;PA449212;DAUNORUBICIN;CHEMICAL;
PA166161794;rs1043657;VARIANT;PA449412;DOXORUBICIN;CHEMICAL;
PA166153757;rs3845446;VARIANT;PA449599;FENTANYL;CHEMICAL;PD
PA166178425;rs181501757;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166178425;rs181501757;VARIANT;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA166178425;rs181501757;VARIANT;PA449476;EPIRUBICIN;CHEMICAL;PD
PA166203343;rs12142086;VARIANT;PA131301952;GEFITINIB;CHEMICAL;PD
PA166154401;rs3758987;VARIANT;PA450626;NICOTINE;CHEMICAL;PD
PA166154401;rs3758987;VARIANT;PA452619;HEROIN;CHEMICAL;PD
PA166179590;rs7604115;VARIANT;PA450546;MONTELUKAST;CHEMICAL;
PA166161540;rs6498588;VARIANT;PA165110775;SN-38;CHEMICAL;
PA166182208;rs3825876;VARIANT;PA449748;GEMCITABINE;CHEMICAL;PD
PA166233321;rs1437153;VARIANT;PA448432;ANASTROZOLE;CHEMICAL;PD
PA166155411;rs3786547;VARIANT;PA450616;NEVIRAPINE;CHEMICAL;PD
PA166257881;rs115200108;VARIANT;PA164745442;PENICILLIN V;CHEMICAL;PD
PA166257881;rs115200108;VARIANT;PA450842;PENICILLIN G;CHEMICAL;PD
PA166319703;rs548783838;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166200921;rs778068631;VARIANT;PA166131290;2-OXO-CLOPIDOGREL;CHEMICAL;
PA166200921;rs778068631;VARIANT;PA449053;CLOPIDOGREL;CHEMICAL;
PA166200921;rs778068631;VARIANT;PA450464;METHYLPHENIDATE;CHEMICAL;
PA166200921;rs778068631;VARIANT;PA451737;TRANDOLAPRIL;CHEMICAL;
PA166157268;rs846664;VARIANT;PA448073;ETHANOL;CHEMICAL;PD
PA166394901;rs397508721;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;
PA166153591;rs822441;VARIANT;PA154410481;PRASUGREL;CHEMICAL;PD
PA166154050;rs4148945;VARIANT;PA449383;DOCETAXEL;CHEMICAL;PD
PA166154050;rs4148945;VARIANT;PA451644;THALIDOMIDE;CHEMICAL;PD
PA166154164;rs17431184;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166154164;rs17431184;VARIANT;PA448771;CAPECITABINE;CHEMICAL;PD
PA166179287;rs6929249;VARIANT;PA130232992;BEVACIZUMAB;CHEMICAL;PD
PA166175997;rs2234918;VARIANT;PA448685;BUPRENORPHINE;CHEMICAL;PD
PA166175997;rs2234918;VARIANT;PA449599;FENTANYL;CHEMICAL;PD
PA166175997;rs2234918;VARIANT;PA451735;TRAMADOL;CHEMICAL;PD
PA166160033;rs4379440;VARIANT;PA451906;WARFARIN;CHEMICAL;PD
PA166155536;rs118192170;VARIANT;PA164749136;DESFLURANE;CHEMICAL;PD
PA166155536;rs118192170;VARIANT;PA449461;ENFLURANE;CHEMICAL;PD
PA166155536;rs118192170;VARIANT;PA449845;HALOTHANE;CHEMICAL;PD
PA166155536;rs118192170;VARIANT;PA450106;ISOFLURANE;CHEMICAL;PD
PA166155536;rs118192170;VARIANT;PA450434;METHOXYFLURANE;CHEMICAL;PD
PA166155536;rs118192170;VARIANT;PA451341;SEVOFLURANE;CHEMICAL;PD
PA166155536;rs118192170;VARIANT;PA451522;SUCCINYLCHOLINE;CHEMICAL;PD
PA166154673;rs6311;VARIANT;PA10074;ESCITALOPRAM;CHEMICAL;PD
PA166154673;rs6311;VARIANT;PA164713257;SELECTIVE SEROTONIN REUPTAKE INHIBITORS;CHEMICAL;PD
PA166154673;rs6311;VARIANT;PA449015;CITALOPRAM;CHEMICAL;PD
PA166154673;rs6311;VARIANT;PA449673;FLUOXETINE;CHEMICAL;PD
PA166154673;rs6311;VARIANT;PA449690;FLUVOXAMINE;CHEMICAL;PD
PA166154673;rs6311;VARIANT;PA450801;PAROXETINE;CHEMICAL;PD
PA166154673;rs6311;VARIANT;PA451257;RISPERIDONE;CHEMICAL;PD
PA166154673;rs6311;VARIANT;PA451333;SERTRALINE;CHEMICAL;PD
PA166154673;rs6311;VARIANT;PA451866;VENLAFAXINE;CHEMICAL;PD
PA166154673;rs6311;VARIANT;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA166154673;rs6311;VARIANT;PA452233;ANTIPSYCHOTICS;CHEMICAL;PD
PA166177110;rs4858478;VARIANT;PA10066;DULOXETINE;CHEMICAL;PD
PA166156062;rs1065852;VARIANT;PA10074;ESCITALOPRAM;CHEMICAL;PD
PA166156062;rs1065852;VARIANT;PA161199368;ILOPERIDONE;CHEMICAL;PD
PA166156062;rs1065852;VARIANT;PA166110256;BUFURALOL;CHEMICAL;
PA166156062;rs1065852;VARIANT;PA452618;OPIOIDS;CHEMICAL;PD
PA166395342;rs121909006;VARIANT;PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;
PA166155747;rs6706232;VARIANT;PA451257;RISPERIDONE;CHEMICAL;PD
PA166206603;rs9393888;VARIANT;PA452618;OPIOIDS;CHEMICAL;PD
PA166177128;rs10124893;VARIANT;PA10066;DULOXETINE;CHEMICAL;PD
PA166268444;rs75750968;VARIANT;PA448497;ASPIRIN;CHEMICAL;PD
PA166268444;rs75750968;VARIANT;PA449053;CLOPIDOGREL;CHEMICAL;PD
PA166395121;rs144055758;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;
PA166154855;rs1048943;VARIANT;PA448771;CAPECITABINE;CHEMICAL;PD
PA166154855;rs1048943;VARIANT;PA449383;DOCETAXEL;CHEMICAL;PD
PA166206621;rs10405238;VARIANT;PA452618;OPIOIDS;CHEMICAL;PD
PA166154881;rs2242046;VARIANT;PA449748;GEMCITABINE;CHEMICAL;PD
PA166159968;rs8192675;VARIANT;PA450395;METFORMIN;CHEMICAL;PD
PA166154041;rs3813867;VARIANT;PA451341;SEVOFLURANE;CHEMICAL;
PA166153842;rs12046844;VARIANT;PA449748;GEMCITABINE;CHEMICAL;PD
PA166156759;rs1295686;VARIANT;PA164712789;HEPATITIS VACCINES;CHEMICAL;PD
PA166334162;rs762765702;VARIANT;PA166334121;PREGNENOLONE;CHEMICAL;
PA166154367;rs2306168;VARIANT;PA166185957;ESTRONE SULFATE;CHEMICAL;
PA166154367;rs2306168;VARIANT;PA449621;FEXOFENADINE;CHEMICAL;
PA166157003;rs1883322;VARIANT;PA449383;DOCETAXEL;CHEMICAL;PD
PA166157003;rs1883322;VARIANT;PA451644;THALIDOMIDE;CHEMICAL;PD
PA166181074;rs11568634;VARIANT;PA10005;ADEFOVIR DIPIVOXIL;CHEMICAL;
PA166257841;rs34545984;VARIANT;PA448883;CEPHALEXIN;CHEMICAL;PD
PA166153994;rs2070676;VARIANT;PA449014;CISPLATIN;CHEMICAL;PD
PA166153994;rs2070676;VARIANT;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA166157119;rs6927172;VARIANT;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA166157806;rs10511905;VARIANT;PA448068;SALBUTAMOL;CHEMICAL;PD
PA166153781;rs6427528;VARIANT;PA449515;ETANERCEPT;CHEMICAL;PD
PA166153680;rs2234922;VARIANT;PA448785;CARBAMAZEPINE;CHEMICAL;PD
PA166153680;rs2234922;VARIANT;PA449383;DOCETAXEL;CHEMICAL;PD
PA166153680;rs2234922;VARIANT;PA450947;PHENYTOIN;CHEMICAL;PD
PA166171040;rs7959663;VARIANT;PA450243;LITHIUM;CHEMICAL;PD
PA166154189;rs66501115;VARIANT;PA450761;PACLITAXEL;CHEMICAL;
PA166156708;rs6295;VARIANT;PA164713257;SELECTIVE SEROTONIN REUPTAKE INHIBITORS;CHEMICAL;PD
PA166156708;rs6295;VARIANT;PA164752812;MILNACIPRAN;CHEMICAL;PD
PA166156708;rs6295;VARIANT;PA166129557;LURASIDONE;CHEMICAL;PD
PA166156708;rs6295;VARIANT;PA449061;CLOZAPINE;CHEMICAL;PD
PA166156708;rs6295;VARIANT;PA449673;FLUOXETINE;CHEMICAL;PD
PA166156708;rs6295;VARIANT;PA449690;FLUVOXAMINE;CHEMICAL;PD
PA166156708;rs6295;VARIANT;PA450801;PAROXETINE;CHEMICAL;PD
PA166156708;rs6295;VARIANT;PA451333;SERTRALINE;CHEMICAL;PD
PA166156708;rs6295;VARIANT;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA166157834;rs12003906;VARIANT;PA448500;ATORVASTATIN;CHEMICAL;PD
PA166157834;rs12003906;VARIANT;PA451089;PRAVASTATIN;CHEMICAL;PD
PA166157834;rs12003906;VARIANT;PA451363;SIMVASTATIN;CHEMICAL;PD
PA166171045;rs7588746;VARIANT;PA450243;LITHIUM;CHEMICAL;PD
PA166161134;CYP2D6 normal metabolizer and ultrarapid metabolizer;VARIANT;PA166124478;ENDOXIFEN;CHEMICAL;
PA166155037;rs2244613;VARIANT;PA165110351;DABIGATRAN;CHEMICAL;PD
PA166155037;rs2244613;VARIANT;PA448771;CAPECITABINE;CHEMICAL;PD
PA166153936;rs200687447;VARIANT;PA448771;CAPECITABINE;CHEMICAL;
PA166170236;rs75041078;VARIANT;PA449760;GLATIRAMER ACETATE;CHEMICAL;PD
PA166184316;rs711355;VARIANT;PA451257;RISPERIDONE;CHEMICAL;PD
PA166155357;rs895819;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166155357;rs895819;VARIANT;PA448771;CAPECITABINE;CHEMICAL;PD
