Variant_ID;Variant;Entity1_type;Disease_ID;Disease;Entity2_type;LADME
PA166161570;rs17501331;VARIANT;PA445113;NEUTROPENIA;DISEASE;PD
PA166161570;rs17501331;VARIANT;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA166177971;rs11940694;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA166155570;rs193922803;VARIANT;PA444863;MALIGNANT HYPERTHERMIA;DISEASE;PD
PA166159319;rs3873352;VARIANT;PA445532;RETINAL DISEASES;DISEASE;PD
PA166203409;rs2233409;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166203409;rs2233409;VARIANT;PA443899;DIARRHEA;DISEASE;PD
PA166154939;rs16973225;VARIANT;PA446108;COLORECTAL NEOPLASMS;DISEASE;
PA166163255;rs10741657;VARIANT;PA446863;CHRONIC HEPATITIS C VIRUS INFECTION;DISEASE;PD
PA166157467;rs16873129;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166153959;rs1057910;VARIANT;PA447288;ESSENTIAL HYPERTENSION;DISEASE;PD
PA166179289;rs834576;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166157071;rs3130931;VARIANT;PA166120929;SEVERE CUTANEOUS ADVERSE REACTIONS;DISEASE;PD
PA166157071;rs3130931;VARIANT;PA444059;EPIDERMAL NECROLYSIS, TOXIC;DISEASE;PD
PA166157071;rs3130931;VARIANT;PA445738;STEVENS-JOHNSON SYNDROME;DISEASE;PD
PA166156293;rs760316;VARIANT;PA444987;MULTIPLE SCLEROSIS;DISEASE;PD
PA166154840;rs578776;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;
PA166154840;rs578776;VARIANT;PA445876;TOBACCO USE DISORDER;DISEASE;PD
PA166155363;rs1126510;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166156366;rs2742421;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166154084;rs7903146;VARIANT;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;PD
PA166154084;rs7903146;VARIANT;PA447247;LIVER TRANSPLANTATION;DISEASE;PD
PA166156846;rs7706429;VARIANT;PA447288;ESSENTIAL HYPERTENSION;DISEASE;PD
PA166154677;rs17655;VARIANT;PA445204;OVARIAN NEOPLASMS;DISEASE;PD
PA166157302;rs1799889;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166159104;rs8192935;VARIANT;PA443459;ATRIAL FIBRILLATION;DISEASE;
PA166256641;rs2736308;VARIANT;PA166256642;OSTEONECROSIS OF THE JAW;DISEASE;PD
PA166154899;rs2606345;VARIANT;PA444065;EPILEPSY;DISEASE;PD
PA166154899;rs2606345;VARIANT;PA446432;BETA-THALASSEMIA AND RELATED DISEASES;DISEASE;
PA166155589;rs231775;VARIANT;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;PD
PA166319622;rs558354142;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166163480;rs13144136;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166156499;rs1024323;VARIANT;PA443796;CORONARY ARTERY DISEASE;DISEASE;PD
PA166156499;rs1024323;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166156499;rs1024323;VARIANT;PA444682;KIDNEY DISORDER;DISEASE;PD
PA166156499;rs1024323;VARIANT;PA445086;NEPHROSCLEROSIS;DISEASE;PD
PA166155627;rs1130609;VARIANT;PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PD
PA166156043;rs138337;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166155221;rs4459610;VARIANT;PA443803;COUGH;DISEASE;PD
PA166157244;rs37973;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166153913;rs78060119;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166153902;rs72549309;VARIANT;PA445476;PURINE-PYRIMIDINE METABOLISM, INBORN ERRORS;DISEASE;
PA166154581;rs4149081;VARIANT;PA443797;CORONARY DISEASE;DISEASE;PD
PA166154581;rs4149081;VARIANT;PA445601;OSTEOSARCOMA;DISEASE;
PA166154581;rs4149081;VARIANT;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;PD
PA166154495;rs310786;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166161868;rs4819554;VARIANT;PA445451;PSORIASIS;DISEASE;PD
PA166154535;rs2239128;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166155193;rs1876828;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166154504;rs784892;VARIANT;PA443886;DIABETES MELLITUS;DISEASE;PD
PA166157760;rs3087879;VARIANT;PA447211;OBSESSIVE-COMPULSIVE DISORDER;DISEASE;PD
PA166157749;rs2289658;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA166157749;rs2289658;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166197882;rs679899;VARIANT;PA166123431;HEART VALVE REPLACEMENT;DISEASE;PD
PA166197882;rs679899;VARIANT;PA444417;HEMORRHAGE;DISEASE;PD
PA166155879;rs55754655;VARIANT;PA446116;INFLAMMATORY BOWEL DISEASES;DISEASE;PD
PA166156973;rs1049353;VARIANT;PA153906318;AUTISM SPECTRUM DISORDER;DISEASE;PD
PA166156973;rs1049353;VARIANT;PA447215;PSYCHOTIC DISORDER;DISEASE;PD
PA166154563;rs3763980;VARIANT;PA443433;JUVENILE RHEUMATOID ARTHRITIS;DISEASE;PD
PA166155416;rs4803217;VARIANT;PA444445;HEPATITIS C VIRUS INFECTION;DISEASE;PD
PA166155416;rs4803217;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA166155684;rs2372536;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166153645;rs1801158;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166157805;rs10465180;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166320941;rs755416212;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166185906;rs727505292;VARIANT;PA443367;FABRY DISEASE;DISEASE;PD
PA166155662;rs2011425;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;
PA166155662;rs2011425;VARIANT;PA444065;EPILEPSY;DISEASE;
PA166154054;rs4353229;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166156931;rs610604;VARIANT;PA445451;PSORIASIS;DISEASE;PD
PA166156931;rs610604;VARIANT;PA446198;ARTHRITIS, PSORIATIC;DISEASE;PD
PA166156509;rs1353295;VARIANT;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA166157150;rs9370867;VARIANT;PA444516;HYPERCHOLESTEROLEMIA;DISEASE;PD
PA166156850;rs9285669;VARIANT;PA447288;ESSENTIAL HYPERTENSION;DISEASE;PD
PA166156691;rs61767072;VARIANT;PA165108401;ACUTE CORONARY SYNDROME;DISEASE;
PA166156691;rs61767072;VARIANT;PA443632;CARDIOMYOPATHY, DILATED;DISEASE;PD
PA166156691;rs61767072;VARIANT;PA443842;DEATH;DISEASE;PD
PA166156691;rs61767072;VARIANT;PA444370;HEART FAILURE;DISEASE;PD
PA166156362;rs2699887;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166176936;rs2071421;VARIANT;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA166177120;rs9879065;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166155766;rs7574865;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166176949;rs1048786;VARIANT;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA166203361;rs2151222;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166203361;rs2151222;VARIANT;PA443899;DIARRHEA;DISEASE;PD
PA166155078;rs7194667;VARIANT;PA444773;LEUKOPENIA;DISEASE;PD
PA166155078;rs7194667;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166283282;rs4864950;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166154152;rs12415607;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166201503;rs1049709;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166201503;rs1049709;VARIANT;PA445846;THROMBOCYTOPENIA;DISEASE;PD
PA166156889;rs17671591;VARIANT;PA444516;HYPERCHOLESTEROLEMIA;DISEASE;PD
PA166153642;rs1800896;VARIANT;PA134850491;TRANSPLANTATION;DISEASE;
PA166153642;rs1800896;VARIANT;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;
PA166153642;rs1800896;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA166153642;rs1800896;VARIANT;PA447247;LIVER TRANSPLANTATION;DISEASE;PD
PA166164957;rs186045772;VARIANT;PA443829;CYSTIC FIBROSIS;DISEASE;PD
PA166155066;rs4783961;VARIANT;PA444516;HYPERCHOLESTEROLEMIA;DISEASE;PD
PA166154388;rs2839698;VARIANT;PA444818;LUNG NEOPLASMS;DISEASE;PD
PA166156748;rs1042713;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166156748;rs1042713;VARIANT;PA443632;CARDIOMYOPATHY, DILATED;DISEASE;PD
PA166156748;rs1042713;VARIANT;PA444370;HEART FAILURE;DISEASE;PD
PA166156748;rs1042713;VARIANT;PA444797;LIVER CIRRHOSIS;DISEASE;PD
PA166156748;rs1042713;VARIANT;PA445802;TACHYCARDIA;DISEASE;PD
PA166156748;rs1042713;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166156748;rs1042713;VARIANT;PA447288;ESSENTIAL HYPERTENSION;DISEASE;PD
PA166337421;rs2228224;VARIANT;PA166127658;RECURRENCE FREE SURVIVAL;DISEASE;
PA166337421;rs2228224;VARIANT;PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;
PA166156345;rs2228001;VARIANT;PA162263534;OTOTOXICITY;DISEASE;PD
PA166156345;rs2228001;VARIANT;PA443512;URINARY BLADDER NEOPLASMS;DISEASE;PD
PA166156345;rs2228001;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166156345;rs2228001;VARIANT;PA444614;INFECTIOUS DISEASE;DISEASE;PD
PA166156345;rs2228001;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166156345;rs2228001;VARIANT;PA445113;NEUTROPENIA;DISEASE;PD
PA166156345;rs2228001;VARIANT;PA445601;OSTEOSARCOMA;DISEASE;PD
PA166156345;rs2228001;VARIANT;PA445828;TESTICULAR NEOPLASMS;DISEASE;PD
PA166155531;rs118192124;VARIANT;PA444863;MALIGNANT HYPERTHERMIA;DISEASE;PD
PA166157145;rs9346455;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166283702;rs10958704;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166155623;rs1105879;VARIANT;PA443756;COLONIC NEOPLASMS;DISEASE;PD
PA166155623;rs1105879;VARIANT;PA444065;EPILEPSY;DISEASE;PD
PA166154987;rs212091;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA166180901;rs2236947;VARIANT;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA166202881;rs1034936;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA166202881;rs1034936;VARIANT;PA447199;BIPOLAR DISORDER;DISEASE;PD
PA166394661;rs1800076;VARIANT;PA443829;CYSTIC FIBROSIS;DISEASE;PD
PA166185466;rs3784921;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166155172;rs1042173;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA166155172;rs1042173;VARIANT;PA445208;PAIN;DISEASE;PD
PA166259902;rs6973474;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166154625;rs10879346;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166177203;rs61908409;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166154675;rs6313;VARIANT;PA128406954;WEIGHT GAIN;DISEASE;PD
PA166154675;rs6313;VARIANT;PA166151827;ADVERSE EVENTS;DISEASE;PD
PA166154675;rs6313;VARIANT;PA443319;ALZHEIMER DISEASE;DISEASE;PD
PA166154675;rs6313;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166154675;rs6313;VARIANT;PA447196;ANXIETY DISORDERS;DISEASE;PD
PA166154675;rs6313;VARIANT;PA447199;BIPOLAR DISORDER;DISEASE;PD
PA166154675;rs6313;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166154675;rs6313;VARIANT;PA447218;PHYSIOLOGICAL SEXUAL DISORDER;DISEASE;PD
PA166154675;rs6313;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA166154675;rs6313;VARIANT;PA447278;DEPRESSION;DISEASE;PD
PA166154675;rs6313;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166153874;rs17376848;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166154011;rs2299939;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166156347;rs2241766;VARIANT;PA443886;DIABETES MELLITUS;DISEASE;PD
PA166156760;rs1364043;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166159214;rs1799735;VARIANT;PA443340;ANEMIA;DISEASE;
PA166159214;rs1799735;VARIANT;PA445204;OVARIAN NEOPLASMS;DISEASE;PD
PA166159214;rs1799735;VARIANT;PA445301;PERIPHERAL NERVOUS SYSTEM DISEASES;DISEASE;
PA166159214;rs1799735;VARIANT;PA445846;THROMBOCYTOPENIA;DISEASE;
PA166186213;rs1049305;VARIANT;PA443314;ALOPECIA;DISEASE;PD
PA166186213;rs1049305;VARIANT;PA443340;ANEMIA;DISEASE;PD
PA166186213;rs1049305;VARIANT;PA444773;LEUKOPENIA;DISEASE;PD
PA166186213;rs1049305;VARIANT;PA444937;MESOTHELIOMA;DISEASE;PD
PA166186213;rs1049305;VARIANT;PA445846;THROMBOCYTOPENIA;DISEASE;PD
PA166184249;rs8075924;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166154448;rs11039149;VARIANT;PA443796;CORONARY ARTERY DISEASE;DISEASE;PD
PA166154448;rs11039149;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166197641;rs34066662;VARIANT;PA446876;SUBSTANCE-RELATED DISORDERS;DISEASE;
PA166153848;rs12083537;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166177621;rs2758339;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA166155407;rs3212986;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166155407;rs3212986;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166155407;rs3212986;VARIANT;PA444101;NEOPLASM OF ESOPHAGUS;DISEASE;PD
PA166155407;rs3212986;VARIANT;PA444614;INFECTIOUS DISEASE;DISEASE;PD
PA166155407;rs3212986;VARIANT;PA444773;LEUKOPENIA;DISEASE;PD
PA166155407;rs3212986;VARIANT;PA444937;MESOTHELIOMA;DISEASE;PD
PA166155407;rs3212986;VARIANT;PA445048;NAUSEA;DISEASE;PD
PA166155407;rs3212986;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166155407;rs3212986;VARIANT;PA445204;OVARIAN NEOPLASMS;DISEASE;PD
PA166155407;rs3212986;VARIANT;PA445601;OSTEOSARCOMA;DISEASE;PD
PA166155407;rs3212986;VARIANT;PA445742;STOMACH NEOPLASMS;DISEASE;PD
PA166155407;rs3212986;VARIANT;PA445828;TESTICULAR NEOPLASMS;DISEASE;PD
PA166155407;rs3212986;VARIANT;PA446051;VOMITING;DISEASE;PD
PA166201524;rs886423;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166201524;rs886423;VARIANT;PA445846;THROMBOCYTOPENIA;DISEASE;PD
PA166157387;rs4148740;VARIANT;PA444065;EPILEPSY;DISEASE;
PA166157387;rs4148740;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166155810;rs11887534;VARIANT;PA443796;CORONARY ARTERY DISEASE;DISEASE;PD
PA166155810;rs11887534;VARIANT;PA444516;HYPERCHOLESTEROLEMIA;DISEASE;PD
PA166185726;rs121908560;VARIANT;PA447130;MYOTONIC DISORDERS;DISEASE;PD
PA166154486;rs5443;VARIANT;PA128406954;WEIGHT GAIN;DISEASE;PD
PA166154486;rs5443;VARIANT;PA443742;CLUSTER HEADACHE;DISEASE;PD
PA166154486;rs5443;VARIANT;PA443886;DIABETES MELLITUS;DISEASE;PD
PA166154486;rs5443;VARIANT;PA444370;HEART FAILURE;DISEASE;PD
PA166154486;rs5443;VARIANT;PA444516;HYPERCHOLESTEROLEMIA;DISEASE;PD
PA166154486;rs5443;VARIANT;PA444606;ERECTILE DYSFUNCTION;DISEASE;PD
PA166154486;rs5443;VARIANT;PA444797;LIVER CIRRHOSIS;DISEASE;PD
PA166154486;rs5443;VARIANT;PA445019;MYOCARDIAL INFARCTION;DISEASE;PD
PA166154486;rs5443;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166154486;rs5443;VARIANT;PA445131;OBESITY;DISEASE;PD
PA166154486;rs5443;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166154486;rs5443;VARIANT;PA447288;ESSENTIAL HYPERTENSION;DISEASE;PD
PA166154486;rs5443;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166154481;rs669;VARIANT;PA447054;STROKE;DISEASE;PD
PA166233022;rs11265549;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166233022;rs11265549;VARIANT;PA445437;PRURITUS;DISEASE;PD
PA166235844;rs324029;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166153630;rs1417938;VARIANT;PA162370415;METABOLIC SYNDROME;DISEASE;PD
PA166157960;CYP2C19 poor metabolizer and intermediate metabolizer genotypes;VARIANT;PA166129560;MAJOR ADVERSE CARDIAC EVENTS (MACE);DISEASE;
PA166156990;rs1799964;VARIANT;PA445724;SPONDYLITIS, ANKYLOSING;DISEASE;PD
PA166156990;rs1799964;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA166156750;rs1050152;VARIANT;PA151958383;GASTROINTESTINAL STROMAL TUMORS;DISEASE;PD
PA166156750;rs1050152;VARIANT;PA446171;CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE;DISEASE;PD
PA166180936;rs11280056;VARIANT;PA164925725;TOXIC LIVER DISEASE;DISEASE;PD
PA166180936;rs11280056;VARIANT;PA166122058;MUCOSITIS;DISEASE;PD
PA166180936;rs11280056;VARIANT;PA166123007;HEMATOPOIETIC STEM CELL TRANSPLANTATION;DISEASE;PD
PA166180936;rs11280056;VARIANT;PA166123026;PROGRESSION-FREE SURVIVAL;DISEASE;
PA166180936;rs11280056;VARIANT;PA166123207;OVERALL SURVIVAL;DISEASE;
PA166180936;rs11280056;VARIANT;PA166124386;GASTROINTESTINAL TOXICITY;DISEASE;PD
PA166180936;rs11280056;VARIANT;PA443434;ARTHRITIS, RHEUMATOID;DISEASE;PD
PA166180936;rs11280056;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;
PA166180936;rs11280056;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166180936;rs11280056;VARIANT;PA444937;MESOTHELIOMA;DISEASE;PD
PA166180936;rs11280056;VARIANT;PA445013;MYELODYSPLASTIC SYNDROMES;DISEASE;
PA166180936;rs11280056;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166180936;rs11280056;VARIANT;PA445113;NEUTROPENIA;DISEASE;PD
PA166180936;rs11280056;VARIANT;PA445218;PANCREATIC NEOPLASMS;DISEASE;
PA166180936;rs11280056;VARIANT;PA445451;PSORIASIS;DISEASE;PD
PA166180936;rs11280056;VARIANT;PA445742;STOMACH NEOPLASMS;DISEASE;
PA166180936;rs11280056;VARIANT;PA445846;THROMBOCYTOPENIA;DISEASE;
PA166180936;rs11280056;VARIANT;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA166180936;rs11280056;VARIANT;PA446155;PRECURSOR CELL LYMPHOBLASTIC LEUKEMIA-LYMPHOMA;DISEASE;PD
PA166180936;rs11280056;VARIANT;PA446975;NEUROTOXICITY SYNDROMES;DISEASE;
PA166180936;rs11280056;VARIANT;PA447146;HYPERAMMONEMIA;DISEASE;
PA166181000;rs17343066;VARIANT;PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;
PA166153840;rs12042763;VARIANT;PA445425;PROSTATIC NEOPLASMS;DISEASE;PD
PA166157794;rs7862221;VARIANT;PA131285571;ASPIRIN-INDUCED ASTHMA;DISEASE;PD
PA166157794;rs7862221;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166157564;rs1799930;VARIANT;PA165108622;DRUG INTERACTION WITH DRUG;DISEASE;PD
PA166157564;rs1799930;VARIANT;PA166151827;ADVERSE EVENTS;DISEASE;PD
PA166157564;rs1799930;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166157564;rs1799930;VARIANT;PA444546;HYPERSENSITIVITY;DISEASE;PD
PA166157871;rs3761554;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166153717;rs2808630;VARIANT;PA443797;CORONARY DISEASE;DISEASE;PD
PA166154544;rs2291075;VARIANT;PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PD
PA166154340;rs1800532;VARIANT;PA447199;BIPOLAR DISORDER;DISEASE;PD
PA166154340;rs1800532;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166155151;rs4586;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166156731;rs351855;VARIANT;PA166123507;DISCONTINUATION;DISEASE;PD
PA166156731;rs351855;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166170341;rs1071816;VARIANT;PA443297;AGRANULOCYTOSIS;DISEASE;PD
PA166157788;rs7046653;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166153657;rs1886629;VARIANT;PA445187;OSTEONECROSIS;DISEASE;PD
PA166169847;rs10052999;VARIANT;PA447247;LIVER TRANSPLANTATION;DISEASE;
PA166155973;rs12659;VARIANT;PA151958383;GASTROINTESTINAL STROMAL TUMORS;DISEASE;PD
PA166155973;rs12659;VARIANT;PA443685;UTERINE CERVICAL NEOPLASM;DISEASE;PD
PA166157719;rs1104514;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166283542;rs11651488;VARIANT;PA443899;DIARRHEA;DISEASE;PD
PA166156525;rs1801260;VARIANT;PA447199;BIPOLAR DISORDER;DISEASE;PD
PA166165332;rs143414470;VARIANT;PA166114377;HAND-FOOT SYNDROME;DISEASE;
PA166165332;rs143414470;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;
PA166165332;rs143414470;VARIANT;PA445062;NEOPLASMS;DISEASE;
PA166165332;rs143414470;VARIANT;PA446108;COLORECTAL NEOPLASMS;DISEASE;
PA166171044;rs62200793;VARIANT;PA447199;BIPOLAR DISORDER;DISEASE;PD
PA166158926;rs57098334;VARIANT;PA447212;PANIC DISORDER;DISEASE;PD
PA166158926;rs57098334;VARIANT;PA447278;DEPRESSION;DISEASE;PD
PA166158926;rs57098334;VARIANT;PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PD
PA166178138;rs397508453;VARIANT;PA443829;CYSTIC FIBROSIS;DISEASE;PD
PA166319461;rs570122671;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166157257;rs472660;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;
PA166155846;rs17626122;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166155846;rs17626122;VARIANT;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA166178426;rs149212925;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166178426;rs149212925;VARIANT;PA445113;NEUTROPENIA;DISEASE;PD
PA166155026;rs2019604;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166159900;rs696;VARIANT;PA445210;PAIN, POSTOPERATIVE;DISEASE;PD
PA166319642;rs538703919;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166154629;rs11045821;VARIANT;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;
PA166156507;rs1229984;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA166175994;rs678849;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166175994;rs678849;VARIANT;PA446878;COCAINE DEPENDENCE;DISEASE;PD
PA166156761;rs1382368;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166156920;rs462779;VARIANT;PA445601;OSTEOSARCOMA;DISEASE;PD
PA166258781;rs77583603;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA166156276;rs5186;VARIANT;PA443796;CORONARY ARTERY DISEASE;DISEASE;PD
PA166156276;rs5186;VARIANT;PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PD
PA166156276;rs5186;VARIANT;PA444370;HEART FAILURE;DISEASE;PD
PA166156276;rs5186;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166156276;rs5186;VARIANT;PA444797;LIVER CIRRHOSIS;DISEASE;PD
PA166156276;rs5186;VARIANT;PA446479;HYPERTROPHY, LEFT VENTRICULAR;DISEASE;PD
PA166157752;rs2378676;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA166157752;rs2378676;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166156872;rs11959113;VARIANT;PA445210;PAIN, POSTOPERATIVE;DISEASE;PD
PA166153988;rs1935349;VARIANT;PA157379134;MYALGIA;DISEASE;PD
PA166178058;rs397508139;VARIANT;PA443829;CYSTIC FIBROSIS;DISEASE;PD
PA166260384;rs10111937;VARIANT;PA446878;COCAINE DEPENDENCE;DISEASE;PD
PA166154051;rs4148947;VARIANT;PA445425;PROSTATIC NEOPLASMS;DISEASE;PD
PA166156588;rs4444903;VARIANT;PA445503;RECTAL NEOPLASMS;DISEASE;PD
PA166156588;rs4444903;VARIANT;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA166233521;rs6990851;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166153635;rs1741981;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166154814;rs8012552;VARIANT;PA443803;COUGH;DISEASE;PD
PA166154814;rs8012552;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166154129;rs11189381;VARIANT;PA445187;OSTEONECROSIS;DISEASE;PD
PA166181041;rs17211071;VARIANT;PA443936;DRUG HYPERSENSITIVITY;DISEASE;PD
PA166156289;rs568408;VARIANT;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;PD
PA166156059;rs933271;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166365261;rs35516286;VARIANT;PA443829;CYSTIC FIBROSIS;DISEASE;PD
